query,ming reasoner,ming nodes explored,ming min depth,success,time
1,ming,4,3,True,0.08934244499999977
2,ming,4,3,True,0.034741672
3,ming,5,3,True,0.08951470299999986
4,ming,2,1,True,0.01304517400000016
5,ming,2,1,True,0.009882600000000075
6,ming,3,2,True,0.11635509599999949
7,ming,3,2,True,0.015146166000000072
8,ming,2,1,True,0.041604140000000456
9,ming,3,2,True,0.10377868099999965
10,ming,2,1,True,0.00955496300000025
11,ming,2,1,True,0.049676167000000326
12,ming,3,2,True,0.012168541999999505
13,ming,2,1,True,0.00865459500000032
14,ming,991044,7,True,87.924841268
15,ming,5,3,True,0.02762823099999423
16,ming,7,6,True,0.2554820409999934
17,ming,3,2,True,0.016083412999989832
18,ming,4,3,True,0.017762336000004098
19,ming,3,2,True,0.013154963000005182
20,ming,3,2,True,0.0058955660000066246
21,ming,8,7,True,0.114882649000009
22,ming,2,1,True,0.008965828000000897
23,ming,3,2,True,0.012608478000004197
24,ming,1000000,0,False,490.775406417
25,ming,2,1,True,0.02327155099999345
26,ming,1000000,0,False,435.08723063599996
27,ming,4,3,True,0.022720628000001852
28,ming,3,2,True,0.013296054000079494
29,ming,3,2,True,0.010299125000074127
30,ming,4,2,True,0.014725723000083235
31,ming,2,1,True,0.041600370999958614
32,ming,2,1,True,0.00841187000003174
33,ming,6,5,True,0.24526544200000444
34,ming,2,1,True,0.007690947000014603
35,ming,3,2,True,0.005107711000050585
36,ming,5,4,True,0.10933569199994508
37,ming,3,2,True,0.01774211200006448
38,ming,3,2,True,0.013031161999947471
39,ming,2,1,True,0.008605768000052194
40,ming,2,1,True,0.04233380700009093
41,ming,2,1,True,0.04805494400000043
42,ming,3,2,True,0.01737057000002551
43,ming,2,1,True,8.848699997088261e-05
44,ming,2,1,True,0.04773555300005228
45,ming,2,1,True,6.712100002914667e-05
46,ming,3,2,True,0.013434897000024648
47,ming,6,5,True,0.09225757599995177
48,ming,3,2,True,0.005445681999958651
49,ming,2,1,True,0.047501981999971576
50,ming,3,2,True,0.008209533000012925
51,ming,2,1,True,0.04373196199992435
52,ming,6,5,True,0.12027578600009292
53,ming,2,1,True,0.008681136999939554
54,ming,1000000,0,False,436.65626184100006
55,ming,2,1,True,0.004174764999788749
56,ming,3,2,True,0.005311379999966448
57,ming,3,2,True,0.0051234770000974095
58,ming,2,1,True,0.040798932000143395
59,ming,2,1,True,6.719500015606172e-05
60,ming,2,1,True,0.0425714150001113
61,ming,5,2,True,0.017950370999869847
62,ming,5,4,True,0.03234082800008764
63,ming,3,2,True,0.06230737600003522
64,ming,2,1,True,0.00746365700001661
65,ming,4,3,True,0.06811362700000245
66,ming,4,3,True,0.022180765000030078
67,ming,5,4,True,0.06292293399997106
68,ming,2,1,True,0.004753573000016331
69,ming,4,3,True,0.02563570500001333
70,ming,3,2,True,0.0969288169999345
71,ming,2,1,True,0.00740590199984581
72,ming,2,1,True,0.008142921999933606
73,ming,3,2,True,0.013664128000073106
74,ming,5,4,True,0.07495188800021424
75,ming,2,1,True,0.023313223000059224
76,ming,3,2,True,0.07375456799991298
77,ming,6,5,True,0.13588145800008533
78,ming,3,2,True,0.011455555000111417
79,ming,7,6,True,0.08058156299989605
80,ming,3,2,True,0.005934594999871479
81,ming,4,3,True,0.014057314999945447
82,ming,2,1,True,0.04283017900002051
83,ming,3,2,True,0.003960194000001138
84,ming,2,1,True,0.048546704999807844
85,ming,3,2,True,0.013645279999991544
86,ming,4,3,True,0.004723566999928153
87,ming,2,1,True,6.143400014479994e-05
88,ming,3,2,True,0.01289788100007172
89,ming,8,7,True,0.2522190029999365
90,ming,5,2,True,0.02581378000013501
91,ming,3,2,True,0.008221269000159737
92,ming,3,2,True,0.003866048999952909
93,ming,3,2,True,0.012242814000046565
94,ming,2,1,True,0.00909337999996751
95,ming,2,1,True,7.464100008292007e-05
96,ming,11,7,True,0.12202496300005805
97,ming,3,2,True,0.007060780000074374
98,ming,7,6,True,0.3451067679998232
99,ming,3,2,True,0.005553223999868351
100,ming,4,3,True,0.012597872000014831
